timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
1924,-3909,1439,5840,-8528,57712,7194,-751,3421
1924,-3206,3434,6273,-6738,42928,2009,-227,4861
1924,-3007,-14577,11885,-10073,96773,18779,-3839,-45
1924,-860,-9769,11871,-8870,86012,14442,-2237,-1265
1924,-1318,2369,-1907,-16158,49666,5362,-206,-575
1924,786,3735,-2652,-15277,44726,3202,411,-1770
1972,-1460,7658,8779,-20301,-36453,-26930,-1466,4992
1972,741,6981,8426,-19680,-24595,-21282,-2363,4793
1972,-637,6064,7176,-18852,-11511,-16108,-2243,3473
1972,-20,-2024,2406,-30137,66984,13735,-121,-1023
1972,450,-910,1632,-29676,59388,12022,122,-1190
1972,-711,-774,-3112,-43001,49655,13162,-487,11075
1972,2097,-917,-1884,-43429,45539,12592,-264,8637
1972,2134,-830,-963,-43598,37109,9721,-152,5723
1972,1242,7539,1348,-46352,-10220,-21752,-425,-2910
1972,3032,379,3193,-45718,43979,2896,-1232,-2903
2021,1545,1100,986,-64018,25240,-3962,-1368,-1736
2021,-590,-1848,1396,-61562,51381,7767,-927,-2047
2021,1881,4028,32,-57294,3226,-6129,613,-2215
2021,1215,1650,160,-72189,-12578,-12663,1665,-8792
2021,2006,-1832,-648,-67825,-7488,-11628,1556,-7821
2021,2880,3267,-316,-85350,57918,13606,-726,-2274
2021,660,2917,-1540,-80657,54508,12265,-601,-2014
2021,479,2908,-2203,-76235,46889,9296,-144,-1636
2021,23,1548,3693,-91205,40510,9236,1046,6778
2021,706,2824,3401,-86144,33331,5950,768,5806
2070,-572,-3270,2114,-113084,54629,10246,-2416,8984
2070,-328,-782,1707,-106902,35461,3501,-1398,8764
2070,2292,7753,-656,-98502,-28159,-16209,175,6452
2070,-911,-1717,1381,-108860,36720,6543,917,-3908
2070,-477,-881,1311,-103579,33725,4736,448,-4581
2070,82,9543,8757,-115780,-16669,-13550,-271,8533
2070,2126,8502,8903,-109330,-11302,-11383,316,4558
2070,2330,8945,6391,-103163,-13067,-10810,1613,-998
2070,4256,-5712,3860,-118790,48180,10369,-983,-5086
2070,4290,-4431,3987,-112245,43178,9136,-904,-5346
2119,6045,17932,-7155,-122455,-38010,-26827,480,-3565
2119,4861,13374,-6770,-116543,-32744,-22512,-430,-1450
2119,2253,8310,-5676,-113358,-14752,-13862,-546,-597
2119,2659,-6904,5811,-128015,75999,21530,-1274,661
2119,-295,-5598,5689,-121354,60648,16513,-395,-1324
2119,2071,2721,-1433,-128020,43928,7152,-2358,-2171
2119,4379,2927,-494,-120974,39563,4624,-2946,-818
2119,4641,3530,580,-114127,25755,-1412,-3489,693
2119,591,1907,793,-128113,-11668,-8472,-414,730
2119,831,2642,535,-121095,-15375,-9958,-454,533
2168,782,5251,-2637,-133383,7371,1575,-400,1239
2168,159,376,-2015,-128106,46518,14735,-118,2605
2168,1063,2171,698,-119504,19573,453,537,1756
2168,1508,-2767,166,-124489,34878,6434,-821,-2406
2168,1751,-2114,566,-117760,26721,3119,-511,-2021
2168,1731,-2085,1109,-125722,60348,19541,-2113,4544
2168,3834,-1138,832,-119312,50733,16427,-1740,2476
2168,1534,36,462,-113633,32907,9470,-1644,1152
2168,3352,-4386,8133,-115649,29450,5704,1148,-2352
2168,3331,-2503,4948,-109875,20496,4719,1766,94
2215,3257,837,3568,-114253,-32556,-12940,3077,-4546
2215,88,-3833,5183,-107497,-14578,-8479,1773,-3192
2215,388,-3953,6010,-100433,-26154,-15530,575,-2491
2215,5607,1179,7969,-103301,31710,4463,-705,1435
2215,5439,1711,880,-96597,29133,3285,-464,-1544
2215,3904,-4972,1561,-103494,27542,6624,-2592,-2963
2215,4169,-2537,137,-98556,20780,4317,-2733,-1231
2215,3106,-123,1130,-99481,55279,15753,-1592,-140
2215,4973,360,1131,-93603,45379,12299,-1347,-118
2215,3513,682,1158,-88472,29326,6515,-841,122
2264,6015,5516,7045,-96005,-18567,-8968,-979,-1716
2264,2921,1279,4709,-93974,25425,7697,-1297,-5876
2264,2862,5074,744,-86524,5576,-2612,-581,-7791
2264,3860,3807,-3958,-81839,-19717,-14967,-696,-530
2264,5110,9496,-2827,-73290,-75343,-38515,-153,-729
2264,1795,-10119,4566,-80765,38701,8760,-1271,3055
2264,3469,-11204,6178,-77818,33106,5607,-1755,3973
2264,1599,-1956,-515,-80425,26181,14891,890,-1323
